CIK,Ticker,Date,% day,% week,% month,10day Vol,Percent Change,Increased?,flesch reading ease,flesch kincaid,gunning fog,smog index,ARI,coleman,linsear,dale chall,TextBlob,NLTK neg,NLTK neu,NLTK pos
1750,AIR,7/15/2015,0.801726796,4.902867715,7.092198582,0.015928666,0.359527478,0,33.24,13.8,10.4,11.2,16,15.49,13.5,6.1,0.053841907,0.058,0.824,0.118
1961,WDDD,4/15/2015,#N/A,1.496062992,-11.25984252,0.017023148,-5.462962963,0,33.58,15.8,13.6,11.2,18.6,14.46,7,6.08,0.049264404,0.042,0.818,0.14
2098,ACU,3/6/2015,-1.333333333,-2.666666667,-1.546666667,0.023338352,-3.703703704,0,48.13,12.3,11.2,8.8,16,14.45,7.5,6.71,0.045565097,0.042,0.842,0.117
2178,AE,3/13/2015,0.201144979,-4.239517252,-1.531796379,0.010494158,1.01010101,1,40.69,13.1,10.8,11.2,16.4,15.9,11,6.77,0.059037666,0.028,0.864,0.108
2186,RWC,3/4/2015,-0.894308943,0.650406504,13.00813008,0.02419585,-6.72047183,0,32.22,14.2,10.8,11.2,16.5,15.79,8,6.43,0.033056297,0.051,0.833,0.116
3545,ALCO,12/10/2015,-1.572248565,-4.54205141,-4.89143998,0.007948854,-11.38211382,0,42.72,12.3,10,11.2,14.9,15.03,11,6.41,0.028579321,0.047,0.842,0.11
4127,SWKS,11/24/2015,0.692422118,5.021633472,-1.937825477,0.012368196,-0.323947172,0,40.01,15.4,14.4,11.2,19.2,13.94,14,2.22,0.037933222,0.033,0.823,0.143
4187,IDSA,6/17/2015,3.50877193,4.987468672,7.268170426,0.020391885,3.332475553,1,37.64,14.2,12,11.2,17.7,15.44,13.5,6.45,0.075206118,0.047,0.805,0.148
5133,AM,5/15/2015,1.850481125,3.515914138,7.364914878,0.023748765,0.5,0,53.21,10.3,9.2,8.8,13.2,14.1,11,5.82,0.056168316,0.054,0.807,0.139
6207,AXR,7/29/2015,-0.98019802,0,#N/A,0.012180114,-0.701107011,0,36.63,14.6,12.4,11.2,17.7,15.09,14,5.94,0.033122474,0.041,0.805,0.155
6281,ADI,11/24/2015,0.808352981,1.498821152,-6.517345908,0.006366292,1.37254902,1,47.12,12.7,11.6,11.2,16.9,14.86,14,6.1,0.033540685,0.036,0.827,0.136
6284,ALOG,9/25/2015,2.500289385,2.222479454,8.311147124,0.027769465,6.073943662,1,40.69,13.1,10.8,11.2,15.9,15.08,14.5,6.04,0.067494138,0.044,0.818,0.138
6494,AND,3/30/2015,0,0,-5.128205128,0.015804865,-2.369281046,0,43.73,11.9,9.6,11.2,14.9,15.2,14,5.95,0.070823448,0.034,0.85,0.116
6845,APOG,4/29/2015,0,1.754716981,18.20754717,0.012238763,-0.467836257,0,38.66,13.8,11.6,11.2,17.3,15.79,5.5,6.58,0.055836867,0.032,0.83,0.138
6885,SSI,4/1/2015,0.307422047,1.668862538,6.104523496,0.011122808,-1.386806597,0,45.76,11.1,8.8,8.8,14.4,15.72,11,6.15,0.058740567,0.04,0.837,0.124
6951,AMAT,12/9/2015,0.480769231,-1.976495726,10.41666667,0.024140146,-5.279232112,0,44.75,11.5,9.2,8.8,14.2,15.32,14,6.25,0.045021275,0.041,0.818,0.141
6955,ATU,10/28/2015,-0.141043724,-0.752233192,16.26704278,0.011094789,-1.055408971,0,29.18,15.4,12,11.2,18.4,16.13,8,6.17,0.058927292,0.046,0.827,0.127
7536,ARW,2/5/2015,1.304121022,3.112502174,1.982263954,0.020825071,6.117647059,1,34.26,13.5,10,11.2,16,15.9,11.5,6.47,0.059928412,0.045,0.82,0.135
8328,AMNL,3/27/2015,1.408450704,8.802816901,11.26760563,0.014637115,2.665731322,1,42.72,12.3,10,11.2,15.4,15.43,11,5.84,0.050083023,0.051,0.811,0.138
8411,ATW,11/12/2015,-17.25440806,-12.53148615,-3.589420655,0.021709338,0,0,40.69,13.1,10.8,8.8,15.4,14.39,9,6.4,0.063303761,0.029,0.841,0.13
8670,ADP,8/7/2015,-1.995510102,-0.024943876,-0.67348466,0.038509913,-3.190184049,0,37.64,14.2,12,11.2,16.6,14.22,8,6.25,0.049408625,0.062,0.798,0.14
8858,AVT,8/7/2015,-2.639499884,2.986802501,5.533688354,0.013068282,1.618929016,1,42.72,12.3,10,8.8,15.4,15.43,7.5,6.05,0.05098831,0.038,0.819,0.144
8947,AZZ,4/22/2015,1.539119282,1.132962805,1.496365968,0.020917762,1.521438451,1,41.7,12.7,10.4,11.2,15.8,15.49,13.5,6.04,0.046237834,0.039,0.825,0.136
9092,BMI,3/4/2015,-0.135501355,-0.948509485,-1.490514905,0.010816705,3.490136571,1,43.73,11.9,9.6,8.8,14.2,14.62,14,6.24,0.039932352,0.044,0.831,0.125
12208,BIO,3/2/2015,0,6.601255887,10.65149137,0.011045221,-1.455160745,0,44.75,11.5,9.2,8.8,14.2,15.08,8.5,6.1,0.054514692,0.038,0.848,0.114
12239,SPEX,4/30/2015,1.749663526,94.36849189,-11.70928668,0.024079128,0.513323771,0,41.7,12.7,10.4,11.2,15.5,15.26,10.5,6.06,0.055801299,0.054,0.821,0.124
12659,HRB,6/17/2015,0.985221675,-3.448275862,-3.054187192,5.694926204,1.199503654,1,48.13,12.3,11.2,8.8,15.3,14.05,8.5,5.88,0.051531697,0.058,0.797,0.145
12927,BA,2/12/2015,0.50586807,0.67449076,10.96721975,0.019425609,-0.26272578,0,42.72,12.3,10,8.8,15,14.79,8.5,6,0.043755504,0.078,0.804,0.118
14195,BGG,8/21/2015,-1.680244399,-1.476578411,6.211812627,0.00422516,1.223634397,1,41.7,12.7,10.4,11.2,16.1,15.61,11,6.07,0.058002744,0.044,0.82,0.136
14846,BRT,12/11/2015,4.40060698,-3.034901366,-2.427921093,0.026742493,-3.853853854,0,44.75,11.5,9.2,8.8,14.3,15.26,8.5,6.04,0.062581939,0.043,0.827,0.13
15615,MTZ,7/31/2015,-0.736543909,0.056657224,-14.10764873,0.014687128,-3.076923077,0,39.67,13.4,11.2,11.2,16.1,14.68,8,6.16,0.049664583,0.038,0.821,0.141
16058,CACI,8/21/2015,-1.115606228,-4.033345593,-0.147112909,0.020321899,-1.398992725,0,41.7,12.7,10.4,11.2,15.7,14.97,11,5.6,0.03638421,0.045,0.819,0.136
16160,CALM,7/20/2015,0,-8.638070765,-8.064834948,0.010536881,-6.423357664,0,42.72,12.3,10,11.2,15.1,15.26,11,6.22,0.066336808,0.05,0.809,0.141
16918,STZ,4/28/2015,0.034482759,0.112068966,0.732758621,0.014554984,-1.090573013,0,54.22,9.9,8.8,8.8,13.2,14.09,8,5.83,0.049963664,0.041,0.84,0.119
17843,CRS,8/25/2015,-0.188730116,-4.772175789,5.500134807,0.005497348,-0.085940186,0,38.66,13.8,11.6,11.2,16.5,14.57,13.5,5.86,0.056910807,0.036,0.813,0.151
18172,CAS,3/9/2015,0,-1.401273885,-3.312101911,0.013971572,-2.772387025,0,39.67,13.4,11.2,11.2,16,14.51,8,6.06,0.042004498,0.044,0.8,0.156
18255,CATO,3/30/2015,0,1.339515714,-14.06491499,0.008753936,-1.739130435,0,43.73,11.9,9.6,8.8,14.3,14.5,18,5.77,0.057350887,0.059,0.812,0.129
18498,GCO,4/1/2015,-0.155016911,0.845546787,-3.579481398,0.017505521,0.075815011,0,41.7,12.7,10.4,11.2,16.3,15.78,14,6.46,0.031234067,0.052,0.828,0.12
18654,CIP,3/2/2015,0,-0.378787879,-3.03030303,0.01342231,0.701951425,0,44.75,11.5,9.2,8.8,13.7,14.39,8.5,5.65,0.027484111,0.043,0.831,0.126
19871,CVR,3/20/2015,4.028285714,4.8,8.857142857,0.011564121,-1.140684411,0,31.21,14.6,11.2,11.2,16.8,15.67,9,5.61,0.037704122,0.039,0.819,0.142
20947,CEI,3/31/2015,#N/A,11.11111111,-11.11111111,0.013631934,-7.028571429,0,42.72,12.3,10,8.8,15,14.74,11,6.6,0.040361773,0.041,0.851,0.108
21076,CLX,8/21/2015,-0.590996002,-1.425343299,4.050060838,0.068836465,-11.11111111,0,36.63,14.6,12.4,11.2,18.4,15.96,7,2.06,0.002418705,0.031,0.84,0.13
22444,CMC,10/30/2015,#N/A,#N/A,#N/A,0.006935373,-5.323193916,0,37.64,14.2,12,11.2,18.4,16.08,11,6.16,0.061539686,0.05,0.803,0.148
22701,JCS,3/12/2015,-0.168350168,4.730639731,13.88888889,0.032371844,1.631543168,1,40.69,13.1,10.8,11.2,15.9,14.86,11.5,5.87,0.048206718,0.04,0.845,0.115
23082,CSC,6/8/2015,0,-1.775936066,3.40387746,0.01754359,3.95869191,1,36.63,14.6,12.4,11.2,17.3,14.45,11.5,6.18,0.055987472,0.035,0.833,0.133
23197,CMTL,9/28/2015,0,-1.829965688,3.583682806,0.007904319,-0.924683072,0,39.67,13.4,11.2,11.2,16.6,15.15,11.5,5.84,0.054180243,0.041,0.818,0.141
23217,CAG,7/17/2015,#N/A,#N/A,13.27949753,0.008962761,-18.76430206,0,42.72,12.3,10,11.2,15.6,15.66,11,5.9,0.061255028,0.044,0.836,0.12
23675,CNF,2/23/2015,0,-0.861573808,8.041355543,0.00963925,-0.739578664,0,41.7,12.7,10.4,8.8,14.9,14.16,11,5.66,0.05407966,0.048,0.81,0.142
24545,TAP,2/12/2015,#N/A,-6.657534247,-6.369863014,0.003707527,-1.018099548,0,41.7,12.7,10.4,11.2,16,15.49,11,6.01,0.040954545,0.038,0.829,0.132
25232,CUZ,5/7/2015,1.452282158,-2.593360996,-10.37344398,0.016688241,-0.246575343,0,42.72,12.3,10,8.8,15,14.97,13.5,5.6,0.067429777,0.04,0.812,0.147
25475,CRDA,2/23/2015,0,3.44661191,3.216974675,0.013339552,3.002070393,1,41.7,12.7,10.4,11.2,15.2,14.56,11,5.95,0.060425482,0.043,0.834,0.123
25895,CRWS,6/12/2015,6.035502959,5.917159763,5.324260355,0.020615221,-0.897170462,0,43.73,11.9,9.6,8.8,15,15.37,14.5,5.68,0.049938783,0.044,0.814,0.142
26076,CUB,11/23/2015,0,3.856382979,0.265957447,0.004251816,-2.400960384,0,38.66,13.8,11.6,11.2,16.7,14.63,11.5,6.48,0.073052508,0.029,0.849,0.122
27419,TGT,3/13/2015,#N/A,#N/A,#N/A,0.006930098,5.505593332,1,37.64,14.2,12,11.2,16.8,14.68,14,5.85,0.052180455,0.046,0.797,0.157
27904,DAL,2/11/2015,1.290463692,-1.815398075,-2.187226597,0.008654097,1.500630517,1,36.63,14.6,12.4,11.2,17.3,14.1,11,5.94,0.062489502,0.041,0.809,0.149
28917,DDS,3/25/2015,-0.161266676,1.803254655,9.676000586,0.012299482,-1.12533098,0,37.64,14.2,12,11.2,16.9,14.8,9,5.78,0.042065677,0.047,0.824,0.128
29002,DIOD,3/2/2015,0,1.575630252,7.492997199,0.012119966,-1.952610794,0,43.73,11.9,9.6,8.8,14.7,15.14,11,6.23,0.03356888,0.051,0.818,0.131
29332,DXYN,3/12/2015,-0.223964166,-0.78387458,6.270996641,0.012110259,-2.528576377,0,39.67,13.4,11.2,11.2,16.6,15.44,11,6.17,0.043690135,0.058,0.803,0.139
29534,DG,3/20/2015,#N/A,#N/A,#N/A,0.014784919,-0.790960452,0,43.06,14.2,13.2,11.2,17.4,13.52,8.5,5.96,0.059623549,0.038,0.817,0.145
29644,DCI,11/10/2015,-1.191658391,-0.231711354,-0.959947037,0.014276715,0.720865038,0,41.7,12.7,10.4,11.2,15.7,15.2,8.5,6.12,0.07291614,0.053,0.808,0.139
29989,OMC,2/10/2015,2.058590657,2.757983637,0.870942201,0.00764436,2.01320132,1,46.78,10.7,8.4,8.8,13.5,15.02,7,5.87,0.055126257,0.04,0.829,0.131
30371,DUK,3/2/2015,0,-0.484199796,-10.85626911,0.008412613,-0.237435695,0,44.75,11.5,9.2,8.8,13.9,14.68,7,5.82,0.056866223,0.038,0.82,0.142
30554,DD,2/5/2015,1.267187921,4.219466163,3.815044486,0.00795611,0.58396055,0,38.66,13.8,11.6,11.2,17.2,15.26,8,1.89,0.049844649,0.044,0.773,0.183
30831,DYSL,12/17/2015,2.383003158,3.531438415,0.666092449,0.017271915,3.200433957,1,33.24,13.8,10.4,11.2,16.6,16.07,8,6.25,0.056171498,0.047,0.813,0.14
31107,EML,3/13/2015,-0.647732935,1.743896363,2.192326856,0.025962305,0,0,40.69,13.1,10.8,11.2,16.2,15.26,13.5,6.27,0.071932908,0.044,0.815,0.14
31347,ELON,3/12/2015,89.81481481,-9.259259259,-25.92592593,0.012086845,-0.989609104,0,47.12,12.7,11.6,8.8,15.8,13.93,14,6.33,0.051898073,0.035,0.861,0.104
32166,ELRC,8/13/2015,0.099403579,-0.198807157,-6.858846918,0.01883326,918.8679245,1,40.69,13.1,10.8,11.2,16.1,15.21,8,6.07,0.051237511,0.05,0.83,0.12
32604,EMR,11/18/2015,-0.081916854,1.699774729,7.782101167,0.002043527,4.274353877,1,43.73,11.9,9.6,8.8,13.8,14.27,14,6.1,0.052813153,0.043,0.832,0.125
32621,MSN,7/29/2015,4.166666667,2.5,2.5,0.013476183,2.999178307,1,42.72,12.3,10,11.2,15.7,15.78,7,6.27,0.034423327,0.043,0.813,0.144
33002,EBF,5/8/2015,0.944584383,2.959697733,10.70528967,0.012001631,8.41025641,1,47.12,12.7,11.6,11.2,16.4,14.28,11,6.14,0.022872873,0.046,0.846,0.108
33533,ESP,9/24/2015,-1.018737271,-1.99592668,-4.032586558,0.040043708,4.270235819,1,43.73,11.9,9.6,8.8,14.4,15.14,13.5,6.2,0.044032426,0.039,0.836,0.125
33769,BOBE,6/19/2015,2.140236445,1.141459437,4.728903384,0.009285848,-1.210075766,0,41.7,12.7,10.4,8.8,15.8,14.97,19,6.78,0.043056271,0.029,0.865,0.106
33992,KINS,3/25/2015,-2.628491264,-3.900012753,3.073587553,0.011467572,2.635342186,1,40.69,13.1,10.8,8.8,15.3,14.33,13.5,6.08,0.064442767,0.038,0.82,0.143
34903,FRT,2/10/2015,-0.366145613,-1.29559217,0.035206309,0.008570415,-0.641025641,0,37.64,14.2,12,11.2,16.8,14.28,8.5,6.09,0.056053611,0.063,0.804,0.133
36104,USB,3/2/2015,0,0.269299821,5.296229803,0.013068288,0.586945761,0,42.72,12.3,10,8.8,14.2,14.21,7,5.84,0.058070001,0.052,0.795,0.154
36146,TRMK,3/2/2015,0,-0.477223427,6.637744035,0.004312345,-0.289661319,0,34.26,13.5,10,11.2,16,16.13,14,5.61,0.063937325,0.056,0.791,0.152
36506,MFNC,3/31/2015,3.361344538,5.12605042,2.521008403,0.00897886,-0.127877238,0,41.7,12.7,10.4,11.2,15.9,15.43,13.5,5.65,0.071246651,0.052,0.79,0.158
37049,FWV,3/27/2015,#N/A,#N/A,#N/A,0.027896683,1.333333333,1,43.73,11.9,9.6,11.2,14.8,15.14,6.5,6.14,0.072621697,0.045,0.804,0.151
37472,FLXS,8/28/2015,0.953895072,-0.413354531,-24.29252782,0.012858132,-0.657708227,0,41.7,12.7,10.4,11.2,15.5,14.74,13.5,6.22,0.060023203,0.039,0.823,0.138
37996,F,3/30/2015,0,-2.171215881,-1.799007444,0.068521205,-1.910828025,0,45.76,11.1,8.8,8.8,13.8,15.08,8.5,6.46,0.048033614,0.038,0.828,0.134
38264,FORD,12/16/2015,-4.968944099,-6.832298137,14.28571429,0.009773113,-0.123762376,0,41.7,12.7,10.4,11.2,15.5,15.08,7.5,6.01,0.072326266,0.051,0.796,0.153
38725,FELE,3/4/2015,#N/A,1.221204552,4.55176242,0.029321523,2.013422819,1,38.66,13.8,11.6,11.2,17.1,15.15,8.5,6.48,0.053135474,0.052,0.818,0.129
38777,BEN,11/12/2015,-1.582591494,-1.755687438,6.651829871,0.01116269,0.276014353,0,44.75,11.5,9.2,8.8,14,14.96,14.5,6.06,0.055436192,0.035,0.831,0.135
39020,FEIM,7/29/2015,-2.924528302,-4.056603774,-6.132075472,0.008172574,-2.987267385,0,41.7,12.7,10.4,11.2,15.8,15.43,10.5,5.96,0.068644426,0.047,0.814,0.139
39047,FRS,8/14/2015,0,1.806290875,-0.4048583,0.006993813,1.290322581,1,42.72,12.3,10,8.8,14.9,15.14,8.5,6.46,0.037764122,0.03,0.856,0.115
39092,FRD,6/11/2015,1.317715959,1.112737921,1.142020498,0.018167512,7.040498442,1,49.15,11.9,10.8,8.8,15.7,14.57,11.5,6.03,0.058876947,0.035,0.837,0.128
39263,CFR,2/5/2015,-0.765306122,7.18787515,-0.825330132,0.009592182,-3.211678832,0,31.55,16.6,14.4,11.2,19.2,14.05,11,6.89,0.016244395,0.038,0.835,0.127
39311,IBCP,3/6/2015,0.233281493,1.632970451,2.488335925,0.02281896,4.308390023,1,35.27,13.1,9.6,11.2,15.1,15.66,11,5.61,0.055216097,0.041,0.792,0.167
39648,GK,8/20/2015,-0.620767494,2.525395034,3.132054176,0.007886771,-0.929512006,0,42.72,12.3,10,11.2,14.9,14.91,7,5.75,0.060609518,0.06,0.797,0.143
39911,GPS,3/23/2015,0,4.348837209,4.279069767,0.019031207,-1.650811416,0,41.7,12.7,10.4,11.2,15.1,14.5,14.5,6.05,0.062742278,0.047,0.813,0.14
40533,GD,2/9/2015,0,3.43310494,-0.677966102,0.008885596,-0.575373993,0,49.15,11.9,10.8,8.8,15.3,14.22,8.5,5.95,0.054287239,0.046,0.816,0.138
42316,GV,3/30/2015,0,1.132075472,5.283018868,0.011912659,0.890901125,0,43.73,11.9,9.6,11.2,15.4,15.84,11.5,6.24,0.059709726,0.038,0.84,0.122
42682,GRC,3/9/2015,0,-2.591409301,-7.703230387,0.023650727,-25.0965251,0,40.69,13.1,10.8,11.2,15.6,14.74,8,5.95,0.055313083,0.043,0.847,0.11
43196,GTN,3/5/2015,3.359858532,2.387267905,14.58885942,0.013123071,0.427046263,0,36.63,14.6,12.4,11.2,18,14.97,11,6.38,0.048099304,0.037,0.846,0.116
43920,GEF,12/21/2015,0,-13.94648829,-10.80267559,0.041118753,15.4903758,1,41.7,12.7,10.4,11.2,15.3,14.91,19,5.94,0.055879871,0.037,0.817,0.146
43920,GEF,12/21/2015,0,-13.94648829,-10.80267559,0.036364467,2.437417655,1,44.75,11.5,9.2,8.8,14.4,15.32,13.5,5.63,0.05261526,0.053,0.81,0.136
44545,GUL,3/2/2015,#N/A,#N/A,#N/A,0.036364467,2.437417655,1,44.75,11.5,9.2,8.8,14.4,15.32,13.5,5.63,0.05261526,0.053,0.81,0.136
45876,HSC,3/2/2015,0,-7.22361809,6.407035176,0.037885952,0,0,41.7,12.7,10.4,11.2,15.8,15.32,6,1.4,0.040727656,0.034,0.833,0.133
45919,HHS,3/5/2015,0,-0.897435897,3.717948718,0.021594525,2.564102564,1,42.72,12.3,10,11.2,15.8,15.95,8.5,5.82,0.048693369,0.046,0.819,0.134
46129,AMOT,3/12/2015,#N/A,#N/A,#N/A,0.006798523,-2.956298201,0,43.73,11.9,9.6,8.8,14.7,15.08,8.5,6.03,0.062087052,0.043,0.822,0.135
46250,HWKN,6/19/2015,-0.376914017,3.462897527,4.33451119,0.028622331,5.001909126,1,39.67,13.4,11.2,11.2,16.7,15.38,6.5,6.71,0.079183133,0.026,0.821,0.153
46619,HEI,12/17/2015,15.80619539,1.370135028,19.81731533,0.01606363,-1.404494382,0,43.73,11.9,9.6,8.8,14.3,14.39,13,6.37,0.06288563,0.053,0.832,0.114
47217,HPQ,12/16/2015,0.407497963,1.548492258,-7.17196414,0.094354566,-3.505718548,0,42.72,12.3,10,11.2,15.6,15.78,14.5,6.02,0.059234902,0.034,0.828,0.138
47518,HRC,11/19/2015,#N/A,#N/A,#N/A,0.008551559,-2.538902539,0,39.67,13.4,11.2,11.2,17.1,15.79,8.5,5.83,0.049430839,0.054,0.803,0.142
48465,HRL,12/16/2015,#N/A,0.965447155,16.00609756,0.015889658,-1.145186335,0,31.21,14.6,11.2,11.2,16.6,15.67,7,6.05,0.04861536,0.047,0.805,0.147
49728,IEC,12/18/2015,2.922077922,-10.38961039,-14.28896104,0.154702726,1.91025641,1,44.75,11.5,9.2,8.8,13.8,14.73,8,6.01,0.066167336,0.035,0.83,0.135
50493,IMKTA,12/10/2015,1.006036217,-1.865739894,5.83501006,0.0336103,-2.295081967,0,38.66,13.8,11.6,11.2,16.3,14.51,13.5,6.17,0.051875662,0.051,0.809,0.14
50725,GFF,11/12/2015,-2.045587376,-1.344243133,-1.636469901,0.018408641,-12.40713224,0,43.73,11.9,9.6,8.8,15.1,15.9,13.5,6.29,0.035556259,0.033,0.86,0.106
52827,RYN,3/2/2015,0,1.236813387,-7.311749727,0.013850828,-1.969872538,0,41.7,12.7,10.4,11.2,15.9,15.43,11,6.08,0.053439433,0.047,0.813,0.14
52988,JEC,11/24/2015,6.988505747,4.689655172,-82.34482759,0.00548779,-0.362187613,0,42.72,12.3,10,8.8,14.8,14.91,11,5.94,0.067265317,0.037,0.831,0.132
53669,JCI,11/18/2015,-5.85915493,-9.943661972,-6.929577465,0.013982978,-0.689021589,0,40.69,13.1,10.8,11.2,16.1,15.15,18,5.92,0.051165106,0.048,0.81,0.142
54441,FRM,3/10/2015,-0.859598854,1.862464183,-7.736389685,0.02413826,0.995962315,0,38.66,13.8,11.6,11.2,17.2,15.26,7,5.84,0.055544042,0.044,0.82,0.136
54473,KCLI,3/6/2015,-5.555555556,-3.888888889,-5.555555556,0.031781829,-0.849858357,0,43.73,11.9,9.6,8.8,15,15.49,10.5,5.82,0.041047087,0.042,0.82,0.138
54681,KT,3/30/2015,0,0.376789751,-5.501130369,74.91304055,25658.33333,1,41.7,12.7,10.4,8.8,15.5,14.91,11,5.65,0.064958944,0.053,0.802,0.144
55242,KMT,8/13/2015,2.75616083,-1.588845655,-6.225680934,0.005523792,-0.984102952,0,41.7,12.7,10.4,11.2,15.2,14.56,11,6.42,0.059890474,0.044,0.804,0.152
55529,KEQU,7/20/2015,0,3.165298945,3.165298945,0.025203637,-0.647039793,0,44.75,11.5,9.2,8.8,14.1,15.14,15,5.89,0.050416581,0.052,0.82,0.129
56679,KFY,6/26/2015,0.498063088,2.822357499,10.26563365,0.019297506,-0.760538642,0,37.64,14.2,12,11.2,16.7,14.39,11,6.23,0.071448948,0.038,0.828,0.134
56873,KR,4/1/2015,-0.391032325,-1.094890511,7.429614181,0.009256275,-3.196220122,0,44.75,11.5,9.2,8.8,14.3,15.26,11,5.8,0.066766474,0.042,0.805,0.153
56978,KLIC,11/18/2015,5.263157895,1.477377655,7.29455217,0.006910441,0.600052179,0,40.69,13.1,10.8,11.2,15.4,14.28,8,5.83,0.065922509,0.037,0.813,0.15
57131,LZB,6/16/2015,-1.503194288,-1.127395716,1.503194288,0.010768252,7.943925234,1,33.24,13.8,10.4,11.2,15.8,15.61,11,6.03,0.067847035,0.052,0.827,0.121
57515,LANC,8/28/2015,0.503566932,1.678556441,3.378094838,0.009183744,-1.798426377,0,41.7,12.7,10.4,8.8,15.3,14.74,8.5,6.15,0.061951032,0.037,0.827,0.136
57528,LNCE,3/4/2015,-0.064892927,1.330304997,5.613238157,0.013381037,-0.991856337,0,39.67,13.4,11.2,11.2,16.4,15.38,11,6.55,0.052259659,0.055,0.817,0.128
57725,LCI,8/27/2015,4.862745098,-0.980392157,-10.94117647,0.010865178,-3.222687722,0,43.73,11.9,9.6,8.8,14.1,14.62,8,5.87,0.056152252,0.04,0.808,0.152
59255,VHI,3/13/2015,0.323577236,-1.78699187,7.317073171,0.022947762,-0.439209423,0,39.67,13.4,11.2,11.2,16.1,15.03,7,5.99,0.05389681,0.041,0.813,0.146
59440,VGR,3/4/2015,2.201122141,0.517911092,3.236944325,0.007506412,-1.785714286,0,41.7,12.7,10.4,11.2,14.8,14.21,13.5,5.69,0.038500329,0.049,0.828,0.123
60519,LPX,3/2/2015,0,-3.756708408,2.564102564,0.009745584,-1.896551724,0,45.09,13.4,12.4,11.2,17.1,14.16,8.5,1.98,0.042778617,0.051,0.808,0.141
60667,LOW,3/31/2015,0.885787143,-1.274996645,1.328680714,0.012609365,-2.005899705,0,41.7,12.7,10.4,11.2,14.7,14.33,18.5,5.91,0.05071155,0.044,0.805,0.151
60714,LXU,3/2/2015,0,3.440742764,14.22719825,0.01087969,-0.548128342,0,40.69,13.1,10.8,11.2,16.1,15.38,11,6.4,0.068112479,0.041,0.819,0.14
60977,LDL,3/3/2015,1.364341085,0.744186047,14.51162791,0.015456993,2.066225166,1,40.69,13.1,10.8,8.8,15.8,14.86,13.5,5.93,0.059438625,0.041,0.808,0.151
61004,LGL,3/31/2015,-1.5,-5,0,0.022267887,-9.352959215,0,41.7,12.7,10.4,8.8,15.1,14.74,8.5,5.88,0.039199926,0.037,0.809,0.154
63296,MATW,11/24/2015,1.049069374,3.401015228,5.042301184,0.013001178,2.216748768,1,41.7,12.7,10.4,8.8,15.4,14.91,8,6.32,0.031463443,0.034,0.829,0.137
64463,MKTY,3/5/2015,10.52631579,11.57052632,25.05263158,0.007980457,0.657118787,0,43.73,11.9,9.6,11.2,15.6,16.19,13.5,6.08,0.064924604,0.033,0.833,0.133
64803,CVS,2/10/2015,0.622283682,1.649545634,3.713947056,0.142082757,38.82352941,1,40.69,13.1,10.8,11.2,16.3,15.67,14,6.56,0.064203231,0.04,0.818,0.142
64996,MCY,2/9/2015,0,2.705922396,4.697072839,0.008544235,3.04339092,1,34.6,15.4,13.2,11.2,18.3,14.45,11.5,5.89,0.031130931,0.036,0.823,0.141
65011,MDP,8/26/2015,-1.234274864,-5.625445051,-18.32423451,0.022593335,-6.402116402,0,31.21,14.6,11.2,11.2,16.5,15.38,14,6.03,0.081060126,0.077,0.8,0.123
66004,MSEX,3/5/2015,#N/A,#N/A,#N/A,0.013621699,5.149903288,1,45.76,11.1,8.8,8.8,14,15.43,12,5.98,0.079922657,0.029,0.827,0.144
66382,MLHR,7/28/2015,0.465949821,-3.94265233,-8.172043011,0.01137831,-2.606741573,0,43.73,11.9,9.6,8.8,14.7,14.97,13.5,6.04,0.007394314,0.032,0.837,0.131
66418,MXC,6/26/2015,#N/A,#N/A,0.809716599,0.00814859,2.344877345,1,42.72,12.3,10,8.8,14.9,14.97,11.5,6.02,0.06116343,0.031,0.827,0.142
66740,MMM,2/12/2015,0.248590311,-0.230400776,1.637058146,0.01769111,-2.510460251,0,38.66,13.8,11.6,11.2,16.2,13.99,11,6.12,0.037400619,0.041,0.801,0.157
67279,MOCO,3/12/2015,0.242718447,2.912621359,0.182038835,0.006560093,0.887645914,0,42.72,12.3,10,11.2,15.3,15.55,11,5.93,0.051825638,0.043,0.814,0.143
67625,MNR,12/9/2015,-1.395812562,-4.586241276,-2.691924227,0.014745048,1.766153846,1,41.7,12.7,10.4,8.8,15.1,14.68,13.5,6.28,0.04790127,0.038,0.836,0.126
68270,RT,8/17/2015,0,-0.431654676,11.51079137,0.007083941,-2.171767029,0,51.18,11.1,10,8.8,14.3,14.33,6.5,5.54,0.03085913,0.033,0.836,0.131
69488,MYE,3/31/2015,-1.367521368,-1.766381766,-11.96581197,0.014961876,-1.536312849,0,50.16,11.5,10.4,8.8,14.9,14.21,8,5.82,0.0581929,0.052,0.809,0.138
69499,MYL,4/30/2015,2.646071189,#N/A,20,0.017570819,-0.056689342,0,43.73,11.9,9.6,8.8,14.9,15.37,10.5,6.26,0.056759604,0.039,0.839,0.122
69633,NSSC,10/27/2015,-3.531073446,1.553672316,16.24293785,0.039255273,-0.818791946,0,27.49,18.1,16,11.2,21.3,14.28,11,2.27,0.033104633,0.035,0.821,0.144
69733,NATH,6/12/2015,-0.469883818,3.66886078,-6.938221182,0.024151093,-0.426136364,0,41.7,12.7,10.4,11.2,15.8,15.08,10.5,6.6,0.05484215,0.041,0.845,0.114
